epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,8775.91,0.80401,0.67413,1.16285,0.93204,0.90414,0.96021,0.85163,0.60157,0.45245,1.0026,9.52406e-05,9.52406e-05,9.52406e-05
179,8824.99,0.7941,0.67298,1.15875,0.9328,0.90557,0.961,0.85082,0.60189,0.44779,1.00262,9.14341e-05,9.14341e-05,9.14341e-05
180,8874.09,0.79601,0.67284,1.15864,0.93092,0.90568,0.96083,0.85135,0.60054,0.4507,1.00081,8.76275e-05,8.76275e-05,8.76275e-05
181,8923.16,0.79596,0.67773,1.15881,0.93363,0.90313,0.96118,0.84915,0.60573,0.45027,1.0025,8.3821e-05,8.3821e-05,8.3821e-05
182,8972.37,0.78629,0.66002,1.15238,0.93336,0.89869,0.9606,0.85094,0.597,0.45212,1.00004,8.00144e-05,8.00144e-05,8.00144e-05
183,9021.37,0.78944,0.66466,1.15471,0.92948,0.9027,0.96062,0.85217,0.59352,0.45026,0.99869,7.62079e-05,7.62079e-05,7.62079e-05
184,9070.68,0.7935,0.66982,1.16201,0.92858,0.90033,0.9605,0.85262,0.59294,0.45167,0.99917,7.24013e-05,7.24013e-05,7.24013e-05
185,9119.65,0.77674,0.64678,1.14618,0.93567,0.89557,0.96088,0.85363,0.59276,0.45082,0.99994,6.85948e-05,6.85948e-05,6.85948e-05
186,9168.89,0.7792,0.65419,1.1517,0.93848,0.89639,0.96108,0.85414,0.59066,0.45187,0.99814,6.47882e-05,6.47882e-05,6.47882e-05
187,9218.05,0.77513,0.65262,1.14668,0.93869,0.89738,0.96119,0.85494,0.58697,0.45001,0.99697,6.09817e-05,6.09817e-05,6.09817e-05
188,9267.14,0.76626,0.64741,1.14206,0.93018,0.90526,0.9607,0.85431,0.58674,0.44987,0.99573,5.71751e-05,5.71751e-05,5.71751e-05
189,9316.16,0.76003,0.64138,1.14314,0.92524,0.90887,0.96097,0.85403,0.58772,0.45081,0.99591,5.33686e-05,5.33686e-05,5.33686e-05
190,9365.24,0.77141,0.6396,1.14849,0.92694,0.90588,0.96092,0.85374,0.58637,0.45104,0.99395,4.95621e-05,4.95621e-05,4.95621e-05
191,9416.49,0.53949,0.35798,1.00816,0.92399,0.90835,0.95963,0.85071,0.5919,0.45436,0.99705,4.57555e-05,4.57555e-05,4.57555e-05
192,9464.65,0.53344,0.33989,1.00882,0.92931,0.90062,0.9592,0.84819,0.59161,0.45353,0.99789,4.1949e-05,4.1949e-05,4.1949e-05
193,9512.52,0.52959,0.33096,1.00607,0.92801,0.90065,0.95853,0.84658,0.59102,0.45491,0.99727,3.81424e-05,3.81424e-05,3.81424e-05
194,9560.55,0.52079,0.32532,0.99804,0.91684,0.91237,0.95792,0.84683,0.58868,0.45311,0.99732,3.43359e-05,3.43359e-05,3.43359e-05
195,9608.43,0.51805,0.32396,1.00292,0.91817,0.91043,0.9584,0.84903,0.58345,0.44932,0.99408,3.05293e-05,3.05293e-05,3.05293e-05
196,9656.29,0.52425,0.32264,0.99776,0.91978,0.90918,0.95832,0.84822,0.58457,0.44999,0.99401,2.67228e-05,2.67228e-05,2.67228e-05
197,9704.15,0.524,0.32222,1.00152,0.93036,0.90043,0.95831,0.84746,0.58472,0.45034,0.99367,2.29162e-05,2.29162e-05,2.29162e-05
198,9752.11,0.51593,0.3207,0.99158,0.9248,0.90692,0.95822,0.84835,0.58346,0.45124,0.99285,1.91097e-05,1.91097e-05,1.91097e-05
199,9800.25,0.51484,0.31866,0.99584,0.92644,0.90365,0.95808,0.84897,0.58299,0.45297,0.99336,1.53031e-05,1.53031e-05,1.53031e-05
200,9848.02,0.51182,0.31729,0.99184,0.92689,0.90456,0.95773,0.8493,0.58226,0.45441,0.99332,1.14966e-05,1.14966e-05,1.14966e-05
